Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
NCQ06,13,Low Fat,0.041817,Household,254.5014,OUT035,2004,Small,Tier 2,Supermarket Type1,4845.027
FDS28,8.18,Regular,0.082868,Frozen Foods,58.5588,OUT017,2007,,Tier 2,Supermarket Type1,171.7764
FDH32,12.8,Low Fat,0.076214,Fruits and Vegetables,96.541,OUT045,2002,,Tier 2,Supermarket Type1,1834.279
FDW37,19.2,Low Fat,0.124302,Canned,89.7488,OUT045,2002,,Tier 2,Supermarket Type1,2082.622
FDY33,14.5,Regular,0.097201,Snack Foods,159.4262,OUT046,1997,Small,Tier 1,Supermarket Type1,2705.145
FDF17,5.19,Low Fat,0.042862,Frozen Foods,196.811,OUT017,2007,,Tier 2,Supermarket Type1,3731.809
FDG56,13.3,Regular,0.071393,Fruits and Vegetables,61.0536,OUT013,1987,High,Tier 3,Supermarket Type1,1592.594
NCB18,19.6,Low Fat,0.041257,Household,88.8514,OUT013,1987,High,Tier 3,Supermarket Type1,2125.234
FDU14,17.75,Low Fat,0.034746,Dairy,248.275,OUT035,2004,Small,Tier 2,Supermarket Type1,998.7
FDU22,12.35,Low Fat,0.093442,Snack Foods,119.1124,OUT049,1999,Medium,Tier 1,Supermarket Type1,3673.884
NCV41,14.35,Low Fat,0.017025,Health and Hygiene,109.8228,OUT013,1987,High,Tier 3,Supermarket Type1,2099.933
FDY52,6.365,Low Fat,0.007363,Frozen Foods,63.2536,OUT045,2002,,Tier 2,Supermarket Type1,1225.072
DRG48,,Low Fat,0.014485,Soft Drinks,143.9102,OUT027,1985,Medium,Tier 3,Supermarket Type3,3062.014
FDU01,,Regular,0.011937,Canned,184.7924,OUT027,1985,Medium,Tier 3,Supermarket Type3,4442.218
NCP53,14.75,Low Fat,0.032863,Health and Hygiene,238.6906,OUT013,1987,High,Tier 3,Supermarket Type1,4278.431
FDC17,12.15,Low Fat,0.015485,Frozen Foods,211.9928,OUT049,1999,Medium,Tier 1,Supermarket Type1,631.1784
NCZ30,6.59,Low Fat,0.026163,Household,121.5098,OUT013,1987,High,Tier 3,Supermarket Type1,602.549
FDK03,12.6,Regular,0.07392,Dairy,255.6356,OUT046,1997,Small,Tier 1,Supermarket Type1,2797.692
FDE08,,Low Fat,0.086352,Fruits and Vegetables,149.8734,OUT019,1985,Small,Tier 1,Grocery Store,445.4202
NCM07,,Low Fat,0.039768,Others,83.9908,OUT027,1985,Medium,Tier 3,Supermarket Type3,2348.942
FDY35,,Regular,0.01595,Breads,47.7402,OUT027,1985,Medium,Tier 3,Supermarket Type3,1975.429
FDS28,,Regular,0.082003,Frozen Foods,59.2588,OUT027,1985,Medium,Tier 3,Supermarket Type3,1374.211
FDI56,7.325,Low Fat,0.093308,Fruits and Vegetables,92.7146,OUT013,1987,High,Tier 3,Supermarket Type1,2006.721
FDR23,,Low Fat,0.143199,Breads,175.837,OUT019,1985,Small,Tier 1,Grocery Store,352.874
FDF29,15.1,Regular,0.019965,Frozen Foods,130.531,OUT049,1999,Medium,Tier 1,Supermarket Type1,908.817
FDA47,,Regular,0.116109,Baking Goods,164.121,OUT027,1985,Medium,Tier 3,Supermarket Type3,6035.477
FDI10,8.51,reg,0.078339,Snack Foods,172.9422,OUT013,1987,High,Tier 3,Supermarket Type1,1379.538
FDC45,,Low Fat,0.237651,Fruits and Vegetables,170.2106,OUT019,1985,Small,Tier 1,Grocery Store,171.1106
FDA27,20.35,Regular,0.031103,Dairy,257.2672,OUT017,2007,,Tier 2,Supermarket Type1,2045.338
NCR41,17.85,Low Fat,0.018097,Health and Hygiene,96.9094,OUT018,2009,Medium,Tier 3,Supermarket Type2,1332.932
FDR09,18.25,Low Fat,0.078041,Snack Foods,258.4962,OUT018,2009,Medium,Tier 3,Supermarket Type2,2848.958
NCB06,17.6,Low Fat,0.082264,Health and Hygiene,160.492,OUT013,1987,High,Tier 3,Supermarket Type1,1278.336
FDE53,10.895,Low Fat,0.02688,Frozen Foods,106.428,OUT046,1997,Small,Tier 1,Supermarket Type1,1491.392
DRE27,11.85,Low Fat,0.222063,Dairy,99.6726,OUT010,1998,,Tier 3,Grocery Store,195.7452
NCA06,,Low Fat,0.14259,Household,35.919,OUT027,1985,Medium,Tier 3,Supermarket Type3,585.904
FDL56,14.1,Low Fat,0.126293,Fruits and Vegetables,88.6198,OUT018,2009,Medium,Tier 3,Supermarket Type2,1133.857
FDT09,15.15,Regular,0.012261,Snack Foods,131.7284,OUT035,2004,Small,Tier 2,Supermarket Type1,1186.456
DRH03,17.25,Low Fat,0.05869,Dairy,91.612,OUT010,1998,,Tier 3,Grocery Store,93.212
NCQ53,17.6,Low Fat,0.018982,Health and Hygiene,237.059,OUT018,2009,Medium,Tier 3,Supermarket Type2,2836.308
NCT18,14.6,Low Fat,0.059405,Household,179.6976,OUT046,1997,Small,Tier 1,Supermarket Type1,3621.952
FDL43,10.1,Low Fat,0.027059,Meat,76.467,OUT035,2004,Small,Tier 2,Supermarket Type1,1761.041
FDJ53,10.5,Low Fat,0.071244,Frozen Foods,119.2098,OUT035,2004,Small,Tier 2,Supermarket Type1,1325.608
NCQ02,12.6,Low Fat,0.007455,Household,186.9556,OUT035,2004,Small,Tier 2,Supermarket Type1,3942.868
NCJ05,18.7,Low Fat,0.046088,Health and Hygiene,153.6682,OUT046,1997,Small,Tier 1,Supermarket Type1,3506.769
FDT40,5.985,LF,0.096186,Frozen Foods,127.1678,OUT018,2009,Medium,Tier 3,Supermarket Type2,3560.698
FDA48,12.1,Low Fat,0.114874,Baking Goods,221.4114,OUT046,1997,Small,Tier 1,Supermarket Type1,5099.362
FDV37,13,Regular,0.083644,Canned,196.0426,OUT049,1999,Medium,Tier 1,Supermarket Type1,2570.654
FDX07,19.2,Regular,0.022965,Fruits and Vegetables,181.695,OUT045,2002,,Tier 2,Supermarket Type1,2563.33
DRG48,5.78,Low Fat,0.014585,Soft Drinks,146.3102,OUT045,2002,,Tier 2,Supermarket Type1,2187.153
FDF44,7.17,Regular,0.059717,Fruits and Vegetables,130.9968,OUT035,2004,Small,Tier 2,Supermarket Type1,2348.942
FDS24,20.85,Regular,0.062224,Baking Goods,88.1514,OUT046,1997,Small,Tier 1,Supermarket Type1,1682.477
NCQ50,18.75,Low Fat,0.034361,Household,215.7218,OUT049,1999,Medium,Tier 1,Supermarket Type1,4274.436
FDT25,7.5,Low Fat,0.050709,Canned,123.4072,OUT013,1987,High,Tier 3,Supermarket Type1,3185.187
FDO03,10.395,Regular,0.036958,Meat,230.5352,OUT045,2002,,Tier 2,Supermarket Type1,4580.704
FDJ55,12.8,Regular,0.023531,Meat,223.5404,OUT046,1997,Small,Tier 1,Supermarket Type1,1800.323
FDM36,11.65,Regular,0.058682,Baking Goods,170.4422,OUT013,1987,High,Tier 3,Supermarket Type1,517.3266
FDM21,20.2,Low Fat,0.064728,Snack Foods,258.0646,OUT017,2007,,Tier 2,Supermarket Type1,5668.621
FDK58,11.35,Regular,0,Snack Foods,103.0016,OUT035,2004,Small,Tier 2,Supermarket Type1,2125.234
FDD26,8.71,Regular,0.120773,Canned,186.5924,OUT010,1998,,Tier 3,Grocery Store,555.2772
FDW57,8.31,Regular,0.115912,Snack Foods,177.3028,OUT045,2002,,Tier 2,Supermarket Type1,1948.131
FDT32,19,Regular,0.109858,Fruits and Vegetables,188.8214,OUT010,1998,,Tier 3,Grocery Store,188.4214
FDT25,7.5,Low Fat,0.050854,Canned,121.7072,OUT045,2002,,Tier 2,Supermarket Type1,367.5216
NCB19,6.525,Low Fat,0.090296,Household,84.6882,OUT046,1997,Small,Tier 1,Supermarket Type1,601.2174
FDD05,,Low Fat,0.029085,Frozen Foods,122.0098,OUT019,1985,Small,Tier 1,Grocery Store,361.5294
NCE54,,Low Fat,0.02677,Household,77.0354,OUT027,1985,Medium,Tier 3,Supermarket Type3,2332.297
FDO39,6.985,Regular,0.13758,Meat,182.8608,OUT049,1999,Medium,Tier 1,Supermarket Type1,4042.738
NCV06,11.3,Low Fat,0.066817,Household,192.2478,OUT045,2002,,Tier 2,Supermarket Type1,1356.235
DRB13,6.115,Regular,0.011791,Soft Drinks,189.053,OUT010,1998,,Tier 3,Grocery Store,948.765
FDX51,9.5,Regular,0.036922,Meat,194.2452,OUT010,1998,,Tier 3,Grocery Store,782.9808
FDC38,15.7,Low Fat,0.122742,Canned,134.2942,OUT045,2002,,Tier 2,Supermarket Type1,1192.448
FDD04,16,Low Fat,0.089971,Dairy,143.2154,OUT046,1997,Small,Tier 1,Supermarket Type1,1701.785
FDC05,13.1,Regular,0.099187,Frozen Foods,198.7768,OUT018,2009,Medium,Tier 3,Supermarket Type2,3153.229
DRJ59,,Low Fat,0,Hard Drinks,39.0164,OUT027,1985,Medium,Tier 3,Supermarket Type3,1042.643
FDL22,16.85,low fat,0.036596,Snack Foods,90.6488,OUT017,2007,,Tier 2,Supermarket Type1,633.8416
DRH13,,Low Fat,0.041821,Soft Drinks,107.628,OUT019,1985,Small,Tier 1,Grocery Store,213.056
FDV22,14.85,Regular,0.016635,Snack Foods,157.563,OUT010,1998,,Tier 3,Grocery Store,312.926
FDP07,18.2,Low Fat,0.090084,Fruits and Vegetables,197.211,OUT045,2002,,Tier 2,Supermarket Type1,3142.576
FDK27,11,Low Fat,0.00896,Meat,119.1756,OUT049,1999,Medium,Tier 1,Supermarket Type1,1696.458
FDP31,21.1,Regular,0.162418,Fruits and Vegetables,64.9168,OUT017,2007,,Tier 2,Supermarket Type1,639.168
NCI54,15.2,Low Fat,0.056238,Household,110.7912,OUT010,1998,,Tier 3,Grocery Store,109.1912
DRK35,,Low Fat,0.071499,Hard Drinks,37.7506,OUT027,1985,Medium,Tier 3,Supermarket Type3,796.9626
NCO07,9.06,Low Fat,0.009791,Others,213.256,OUT049,1999,Medium,Tier 1,Supermarket Type1,4687.232
FDN31,11.5,Low Fat,0.072821,Fruits and Vegetables,191.253,OUT013,1987,High,Tier 3,Supermarket Type1,3036.048
NCO02,11.15,Low Fat,0.073354,Others,66.8142,OUT035,2004,Small,Tier 2,Supermarket Type1,2372.911
FDQ26,13.5,Regular,0.06801,Dairy,57.2562,OUT045,2002,,Tier 2,Supermarket Type1,770.3306
FDQ07,15.1,Regular,0.087407,Fruits and Vegetables,221.8456,OUT046,1997,Small,Tier 1,Supermarket Type1,663.1368
FDB49,8.3,Regular,0.030198,Baking Goods,98.2384,OUT049,1999,Medium,Tier 1,Supermarket Type1,2167.845
FDY44,14.15,Regular,0.024443,Fruits and Vegetables,196.411,OUT049,1999,Medium,Tier 1,Supermarket Type1,2749.754
NCI54,,Low Fat,0.033436,Household,107.3912,OUT027,1985,Medium,Tier 3,Supermarket Type3,3057.354
FDV44,8.365,Regular,0.039844,Fruits and Vegetables,190.1188,OUT046,1997,Small,Tier 1,Supermarket Type1,1904.188
FDI48,11.85,Regular,0.055805,Baking Goods,53.0666,OUT049,1999,Medium,Tier 1,Supermarket Type1,512.666
NCL05,19.6,Low Fat,0.047889,Health and Hygiene,42.277,OUT035,2004,Small,Tier 2,Supermarket Type1,605.878
FDT32,19,Regular,0.065736,Fruits and Vegetables,189.6214,OUT049,1999,Medium,Tier 1,Supermarket Type1,2826.321
FDM10,18.25,Low Fat,0.07609,Snack Foods,212.9218,OUT049,1999,Medium,Tier 1,Supermarket Type1,3846.992
FDS21,19.85,Regular,0.020909,Snack Foods,63.5194,OUT049,1999,Medium,Tier 1,Supermarket Type1,557.2746
FDD11,12.85,Low Fat,0.030679,Starchy Foods,251.704,OUT045,2002,,Tier 2,Supermarket Type1,3542.056
FDL04,,Low Fat,0.111381,Frozen Foods,106.7622,OUT027,1985,Medium,Tier 3,Supermarket Type3,2964.142
FDO58,19.6,Low Fat,0.039738,Snack Foods,163.7526,OUT018,2009,Medium,Tier 3,Supermarket Type2,2960.147
FDQ08,15.7,Regular,0.019037,Fruits and Vegetables,60.5536,OUT017,2007,,Tier 2,Supermarket Type1,490.0288
FDT28,13.3,Low Fat,0.063566,Frozen Foods,151.3708,OUT046,1997,Small,Tier 1,Supermarket Type1,3611.299
FDT22,10.395,Low Fat,0.112554,Snack Foods,59.022,OUT018,2009,Medium,Tier 3,Supermarket Type2,1378.206
FDB58,10.5,Regular,0.013494,Snack Foods,143.7154,OUT035,2004,Small,Tier 2,Supermarket Type1,3119.939
FDN45,19.35,Low Fat,0.118103,Snack Foods,224.8088,OUT046,1997,Small,Tier 1,Supermarket Type1,2013.379
FDZ45,14.1,Low Fat,0.06682,Snack Foods,198.9084,OUT013,1987,High,Tier 3,Supermarket Type1,4761.802
FDJ38,8.6,Regular,0.040206,Canned,188.753,OUT046,1997,Small,Tier 1,Supermarket Type1,7590.12
NCT06,17.1,Low Fat,0.038816,Household,166.4842,OUT045,2002,,Tier 2,Supermarket Type1,1326.274
FDU21,,Regular,0.076349,Snack Foods,32.8558,OUT027,1985,Medium,Tier 3,Supermarket Type3,713.0718
NCP30,20.5,Low Fat,0.03282,Household,38.9822,OUT049,1999,Medium,Tier 1,Supermarket Type1,982.055
FDR27,15.1,Regular,0.09625,Meat,134.4942,OUT049,1999,Medium,Tier 1,Supermarket Type1,2119.907
FDW39,6.69,Regular,0,Meat,176.937,OUT017,2007,,Tier 2,Supermarket Type1,4234.488
DRZ24,,Low Fat,0,Soft Drinks,121.044,OUT027,1985,Medium,Tier 3,Supermarket Type3,2396.88
FDK21,7.905,Low Fat,0.010004,Snack Foods,250.7408,OUT013,1987,High,Tier 3,Supermarket Type1,5757.838
FDJ04,18,Low Fat,0.124452,Frozen Foods,118.5124,OUT046,1997,Small,Tier 1,Supermarket Type1,1303.636
FDZ13,7.84,Regular,0.154363,Canned,50.835,OUT017,2007,,Tier 2,Supermarket Type1,599.22
FDS16,15.15,Regular,0.066551,Frozen Foods,144.676,OUT017,2007,,Tier 2,Supermarket Type1,3954.852
FDD56,15.2,Regular,0.173704,Fruits and Vegetables,175.8054,OUT010,1998,,Tier 3,Grocery Store,1050.632
FDI57,19.85,Low Fat,0.054026,Seafood,197.2768,OUT046,1997,Small,Tier 1,Supermarket Type1,6503.534
FDQ12,,Low Fat,0.035239,Baking Goods,231.601,OUT027,1985,Medium,Tier 3,Supermarket Type3,5972.226
FDI56,7.325,Low Fat,0.093385,Fruits and Vegetables,91.3146,OUT046,1997,Small,Tier 1,Supermarket Type1,1641.863
NCT42,5.88,Low Fat,0.024938,Household,148.4392,OUT045,2002,,Tier 2,Supermarket Type1,2087.949
FDM25,10.695,Regular,0.060654,Breakfast,174.7712,OUT035,2004,Small,Tier 2,Supermarket Type1,3339.653
DRB25,,Low Fat,0.069123,Soft Drinks,106.0938,OUT027,1985,Medium,Tier 3,Supermarket Type3,2787.039
NCY30,20.25,LF,0.025953,Household,179.5976,OUT046,1997,Small,Tier 1,Supermarket Type1,2535.366
FDD44,8.05,Regular,0.078844,Fruits and Vegetables,257.0646,OUT017,2007,,Tier 2,Supermarket Type1,8760.596
FDK45,11.65,Low Fat,0.033852,Seafood,112.186,OUT035,2004,Small,Tier 2,Supermarket Type1,1018.674
FDN45,19.35,Low Fat,0.118342,Snack Foods,222.6088,OUT045,2002,,Tier 2,Supermarket Type1,1789.67
FDQ09,7.235,Low Fat,0.058121,Snack Foods,115.8834,OUT035,2004,Small,Tier 2,Supermarket Type1,1382.201
FDC17,12.15,Low Fat,0.015458,Frozen Foods,209.9928,OUT035,2004,Small,Tier 2,Supermarket Type1,5259.82
FDD45,8.615,low fat,0.116152,Fruits and Vegetables,94.1436,OUT013,1987,High,Tier 3,Supermarket Type1,1512.698
FDD41,6.765,Regular,0.08726,Frozen Foods,105.0306,OUT046,1997,Small,Tier 1,Supermarket Type1,2090.612
FDU46,10.3,Regular,0.011126,Snack Foods,87.254,OUT046,1997,Small,Tier 1,Supermarket Type1,1211.756
FDO45,13.15,Regular,0.038167,Snack Foods,89.4856,OUT017,2007,,Tier 2,Supermarket Type1,1230.398
FDG41,8.84,Regular,0.076548,Frozen Foods,109.5228,OUT035,2004,Small,Tier 2,Supermarket Type1,1657.842
DRC13,8.26,Regular,0,Soft Drinks,122.573,OUT045,2002,,Tier 2,Supermarket Type1,739.038
FDX50,20.1,Low Fat,0.074931,Dairy,108.9228,OUT018,2009,Medium,Tier 3,Supermarket Type2,1105.228
FDK56,9.695,Low Fat,0,Fruits and Vegetables,185.1898,OUT035,2004,Small,Tier 2,Supermarket Type1,2619.257
NCL18,18.85,Low Fat,0.167584,Household,194.6136,OUT046,1997,Small,Tier 1,Supermarket Type1,2721.79
FDN57,18.25,Low Fat,0.054319,Snack Foods,140.9154,OUT049,1999,Medium,Tier 1,Supermarket Type1,6381.693
FDX03,,Regular,0.0608,Meat,44.4744,OUT027,1985,Medium,Tier 3,Supermarket Type3,769.6648
NCU17,5.32,Low Fat,0,Health and Hygiene,101.7674,OUT013,1987,High,Tier 3,Supermarket Type1,1120.541
FDL14,8.115,reg,0.032153,Canned,157.3972,OUT035,2004,Small,Tier 2,Supermarket Type1,1869.566
NCU18,15.1,Low Fat,0.05584,Household,139.8496,OUT046,1997,Small,Tier 1,Supermarket Type1,1411.496
NCH43,8.42,Low Fat,0.070968,Household,215.9192,OUT017,2007,,Tier 2,Supermarket Type1,1941.473
FDH41,9,Low Fat,0.081996,Frozen Foods,216.2534,OUT035,2004,Small,Tier 2,Supermarket Type1,4301.068
FDS28,8.18,Regular,0.082737,Frozen Foods,57.3588,OUT018,2009,Medium,Tier 3,Supermarket Type2,343.5528
FDG02,,Low Fat,0.011207,Canned,191.4188,OUT027,1985,Medium,Tier 3,Supermarket Type3,3998.795
FDS40,15.35,Low Fat,0.014048,Frozen Foods,36.719,OUT045,2002,,Tier 2,Supermarket Type1,585.904
FDD10,20.6,Regular,0.045982,Snack Foods,177.0344,OUT013,1987,High,Tier 3,Supermarket Type1,535.3032
DRQ35,9.3,Low Fat,0.042256,Hard Drinks,124.4388,OUT013,1987,High,Tier 3,Supermarket Type1,1609.904
NCL05,19.6,Low Fat,0,Health and Hygiene,42.877,OUT049,1999,Medium,Tier 1,Supermarket Type1,649.155
FDJ48,11.3,Low Fat,0.056424,Baking Goods,247.8118,OUT035,2004,Small,Tier 2,Supermarket Type1,2223.106
FDV21,,Low Fat,0.170254,Snack Foods,124.8704,OUT027,1985,Medium,Tier 3,Supermarket Type3,2127.897
FDJ26,15.3,Regular,0.084749,Canned,215.5218,OUT035,2004,Small,Tier 2,Supermarket Type1,4060.714
NCN05,8.235,Low Fat,0.014541,Health and Hygiene,184.495,OUT017,2007,,Tier 2,Supermarket Type1,3844.995
FDK09,15.2,Low Fat,0.091763,Snack Foods,228.5352,OUT046,1997,Small,Tier 1,Supermarket Type1,1832.282
FDM56,,low fat,0.069852,Fruits and Vegetables,110.9912,OUT027,1985,Medium,Tier 3,Supermarket Type3,1310.294
DRF25,9,Low Fat,0.039004,Soft Drinks,37.019,OUT045,2002,,Tier 2,Supermarket Type1,659.142
FDG14,9,reg,0.050603,Canned,150.9024,OUT045,2002,,Tier 2,Supermarket Type1,4402.27
FDZ31,15.35,Regular,0.113196,Fruits and Vegetables,190.8504,OUT035,2004,Small,Tier 2,Supermarket Type1,3643.258
FDU21,,Regular,0.134328,Snack Foods,35.0558,OUT019,1985,Small,Tier 1,Grocery Store,33.9558
FDC57,20.1,Regular,0.054584,Fruits and Vegetables,193.382,OUT035,2004,Small,Tier 2,Supermarket Type1,4247.804
FDU46,10.3,Regular,0.018623,Snack Foods,87.854,OUT010,1998,,Tier 3,Grocery Store,259.662
FDU22,12.35,Low Fat,0.093279,Snack Foods,118.7124,OUT035,2004,Small,Tier 2,Supermarket Type1,2607.273
DRG23,8.88,Low Fat,0.086957,Hard Drinks,152.5682,OUT045,2002,,Tier 2,Supermarket Type1,1372.214
FDR23,15.85,Low Fat,0.136896,Breads,176.437,OUT010,1998,,Tier 3,Grocery Store,529.311
FDI14,14.1,Low Fat,0.090043,Canned,140.1496,OUT018,2009,Medium,Tier 3,Supermarket Type2,846.8976
NCN42,20.25,Low Fat,0.014251,Household,148.6418,OUT045,2002,,Tier 2,Supermarket Type1,2648.552
NCM41,16.5,Low Fat,0.035711,Health and Hygiene,93.612,OUT049,1999,Medium,Tier 1,Supermarket Type1,1584.604
FDT55,13.6,Regular,0.043655,Fruits and Vegetables,156.7946,OUT046,1997,Small,Tier 1,Supermarket Type1,3629.276
DRY23,,Regular,0.108568,Soft Drinks,42.9112,OUT027,1985,Medium,Tier 3,Supermarket Type3,809.6128
FDL46,20.35,Low Fat,0.09048,Snack Foods,119.5466,OUT010,1998,,Tier 3,Grocery Store,117.8466
FDQ57,7.275,Low Fat,0.027942,Snack Foods,145.076,OUT035,2004,Small,Tier 2,Supermarket Type1,1611.236
FDQ16,19.7,Low Fat,0.041731,Frozen Foods,109.2912,OUT035,2004,Small,Tier 2,Supermarket Type1,2402.206
FDZ52,,Low Fat,0.09959,Frozen Foods,109.1886,OUT027,1985,Medium,Tier 3,Supermarket Type3,4225.167
FDL16,,Low Fat,0.294939,Frozen Foods,47.106,OUT019,1985,Small,Tier 1,Grocery Store,139.818
NCX18,14.15,Low Fat,0.00883,Household,196.811,OUT018,2009,Medium,Tier 3,Supermarket Type2,4517.453
FDM34,19,Low Fat,0.067722,Snack Foods,130.8626,OUT018,2009,Medium,Tier 3,Supermarket Type2,1573.951
FDG60,,Low Fat,0.060406,Baking Goods,234.5616,OUT027,1985,Medium,Tier 3,Supermarket Type3,6796.486
NCA06,20.5,Low Fat,0,Household,37.119,OUT018,2009,Medium,Tier 3,Supermarket Type2,842.237
DRD12,6.96,Low Fat,0.077194,Soft Drinks,89.9146,OUT046,1997,Small,Tier 1,Supermarket Type1,1277.004
FDP04,15.35,Low Fat,0.013869,Frozen Foods,62.5168,OUT018,2009,Medium,Tier 3,Supermarket Type2,447.4176
NCH30,17.1,Low Fat,0.06729,Household,114.586,OUT045,2002,,Tier 2,Supermarket Type1,1584.604
FDS04,10.195,Regular,0.14696,Frozen Foods,142.2838,OUT045,2002,,Tier 2,Supermarket Type1,1685.806
FDQ13,,Low Fat,0.018632,Canned,82.9908,OUT019,1985,Small,Tier 1,Grocery Store,503.3448
FDU59,5.78,Low Fat,0.096536,Breads,162.8552,OUT049,1999,Medium,Tier 1,Supermarket Type1,3574.014
DRG11,6.385,Low Fat,0.084008,Hard Drinks,108.2596,OUT045,2002,,Tier 2,Supermarket Type1,1186.456
FDA36,,Low Fat,0.005639,Baking Goods,184.9924,OUT027,1985,Medium,Tier 3,Supermarket Type3,3146.571
FDA15,9.3,Low Fat,0.016019,Dairy,248.5092,OUT035,2004,Small,Tier 2,Supermarket Type1,6474.239
FDZ03,13.65,Regular,0.131873,Dairy,188.024,OUT010,1998,,Tier 3,Grocery Store,745.696
FDJ16,9.195,LF,0.114864,Frozen Foods,59.0246,OUT035,2004,Small,Tier 2,Supermarket Type1,1853.587
FDZ12,9.17,Low Fat,0.103139,Baking Goods,141.747,OUT049,1999,Medium,Tier 1,Supermarket Type1,3006.087
FDH09,12.6,Low Fat,0.056191,Seafood,53.2982,OUT045,2002,,Tier 2,Supermarket Type1,736.3748
FDT13,14.85,Low Fat,0.018677,Canned,188.7214,OUT017,2007,,Tier 2,Supermarket Type1,3956.849
FDU20,19.35,Regular,0.021579,Fruits and Vegetables,120.5098,OUT017,2007,,Tier 2,Supermarket Type1,1807.647
DRH25,18.7,Low Fat,0,Soft Drinks,52.2324,OUT035,2004,Small,Tier 2,Supermarket Type1,467.3916
FDK26,5.46,Regular,0.032243,Canned,187.624,OUT045,2002,,Tier 2,Supermarket Type1,3542.056
FDU32,8.785,Low Fat,0.025963,Fruits and Vegetables,120.9414,OUT035,2004,Small,Tier 2,Supermarket Type1,1949.462
FDI22,12.6,Low Fat,0.096408,Snack Foods,210.8612,OUT045,2002,,Tier 2,Supermarket Type1,3344.979
NCB54,8.76,Low Fat,0.050257,Health and Hygiene,127.3336,OUT018,2009,Medium,Tier 3,Supermarket Type2,2684.506
FDX46,12.3,Regular,0.058235,Snack Foods,58.7562,OUT045,2002,,Tier 2,Supermarket Type1,592.562
NCC07,19.6,Low Fat,0.023931,Household,103.1964,OUT013,1987,High,Tier 3,Supermarket Type1,736.3748
FDQ34,,LF,0.284066,Snack Foods,105.5622,OUT019,1985,Small,Tier 1,Grocery Store,211.7244
FDM16,8.155,Regular,0.033692,Frozen Foods,76.2354,OUT018,2009,Medium,Tier 3,Supermarket Type2,1279.002
FDJ55,,Regular,0.023417,Meat,223.8404,OUT027,1985,Medium,Tier 3,Supermarket Type3,7201.293
DRI01,7.97,Low Fat,0.034648,Soft Drinks,171.2422,OUT017,2007,,Tier 2,Supermarket Type1,3103.96
FDD50,18.85,Low Fat,0.142219,Canned,167.6132,OUT018,2009,Medium,Tier 3,Supermarket Type2,1522.019
FDJ08,11.1,Low Fat,0.110897,Fruits and Vegetables,191.5846,OUT045,2002,,Tier 2,Supermarket Type1,2101.931
NCK18,9.6,Low Fat,0.006709,Household,164.6184,OUT049,1999,Medium,Tier 1,Supermarket Type1,2972.131
FDQ14,9.27,Low Fat,0.103419,Dairy,148.105,OUT010,1998,,Tier 3,Grocery Store,149.805
FDS51,13.35,Low Fat,0.03218,Meat,61.2194,OUT046,1997,Small,Tier 1,Supermarket Type1,433.4358
FDA04,11.3,Regular,0.066717,Frozen Foods,260.8962,OUT035,2004,Small,Tier 2,Supermarket Type1,4920.928
FDP10,19,Low Fat,0.128815,Snack Foods,107.6622,OUT017,2007,,Tier 2,Supermarket Type1,1164.484
FDT36,12.3,Low Fat,0.1115,Baking Goods,35.6874,OUT045,2002,,Tier 2,Supermarket Type1,846.8976
FDH38,6.425,Low Fat,0.010497,Canned,118.3808,OUT017,2007,,Tier 2,Supermarket Type1,2812.339
FDC16,11.5,Regular,0.020654,Dairy,84.954,OUT018,2009,Medium,Tier 3,Supermarket Type2,865.54
FDF17,5.19,Low Fat,0.042687,Frozen Foods,195.911,OUT049,1999,Medium,Tier 1,Supermarket Type1,2946.165
FDU23,12.15,Low Fat,0.021705,Breads,163.5184,OUT013,1987,High,Tier 3,Supermarket Type1,3137.25
FDB34,15.25,Low Fat,0.026651,Snack Foods,86.6198,OUT049,1999,Medium,Tier 1,Supermarket Type1,1657.176
FDW26,11.8,Regular,0.106968,Dairy,221.6772,OUT013,1987,High,Tier 3,Supermarket Type1,3113.281
FDP45,15.7,Regular,0.030687,Snack Foods,253.4724,OUT045,2002,,Tier 2,Supermarket Type1,1510.034
FDD38,16.75,Regular,0.008192,Canned,103.5674,OUT046,1997,Small,Tier 1,Supermarket Type1,1629.878
FDM60,10.8,Regular,0.048218,Baking Goods,42.2138,OUT049,1999,Medium,Tier 1,Supermarket Type1,690.4346
FDW26,11.8,Regular,0.107037,Dairy,220.3772,OUT035,2004,Small,Tier 2,Supermarket Type1,4447.544
FDV51,,Low Fat,0.032381,Meat,166.1842,OUT027,1985,Medium,Tier 3,Supermarket Type3,5470.879
FDT33,7.81,Regular,0.034044,Snack Foods,168.7158,OUT049,1999,Medium,Tier 1,Supermarket Type1,2673.853
FDQ40,11.1,Regular,0.036028,Frozen Foods,177.2712,OUT046,1997,Small,Tier 1,Supermarket Type1,3339.653
FDX40,12.85,Low Fat,0,Frozen Foods,38.3164,OUT035,2004,Small,Tier 2,Supermarket Type1,502.0132
